procedimento,2020,total,municipio_ibge,competencia,2022,2021
0702100099 DILATADOR P/ IMPLANTE DE CATETER DUPLO LUMEN,,217,130260,2022-06,217.0,
0702100102 GUIA METALICO P/ INTRODUCAO DE CATETER DUPLO LUMEN,,217,130260,2022-06,217.0,
0702120065 LIQUIDO DE PRESERVACAO PARA TRANSPLANTE DA CORNEA (20 ML),,26,130260,2022-06,26.0,
0803010010 AJUDA DE CUSTO P/ ALIMENTACAO/PERNOITE DE PACIENTE,,1868,130260,2022-06,1868.0,
0803010036 AJUDA DE CUSTO PARA ALIMENTACAO PERNOITE DE PACIENTE - (PARA TRATAMENTO CNRAC),,3,130260,2022-06,3.0,
0803010044 AJUDA DE CUSTO PARA ALIMENTACAO/PERNOITE DE ACOMPANHANTE,,1671,130260,2022-06,1671.0,
0803010052 AJUDA DE CUSTO PARA ALIMENTACAO DE ACOMPANHANTE S/PERNOITE,,1,130260,2022-06,1.0,
0803010060 AJUDA DE CUSTO P / ALIMENTACAO/PERNOITE DE ACOMPANHANTE - (P/TRATAMENTO CNRAC),,3,130260,2022-06,3.0,
0803010079 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE AEREO (CADA 200 MILHAS),,2223,130260,2022-06,2223.0,
0803010087 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE AEREO (CADA 200 MILHAS),,2375,130260,2022-06,2375.0,
0803010095 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE FLUVIAL (CADA 27 MILHAS NA,,5079,130260,2022-06,5079.0,
0803010109 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE TERRESTRE (CADA 50 KM DE DI,,38,130260,2022-06,38.0,
0803010117 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE FLUVIAL (CADA 27 MILHAS NAUTIC,,7156,130260,2022-06,7156.0,
0803010125 UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE TERRESTRE (CADA 50 KM ),,619,130260,2022-06,619.0,
0803010133 UNIDADE DE REMUNERACAO P/DESLOCAMENTO INTERESTADUAL DE ACOMPANHANTE POR TRANSPORTE AEREO (CADA 200,,18,130260,2022-06,18.0,
0803010141 UNIDADE DE REMUNERACAO P/DESLOCAMENTO INTERESTADUAL DE PACIENTE POR TRANSPORTE AEREO (CADA 200 MIL,,28,130260,2022-06,28.0,
0101020058 APLICACAO DE CARIOSTATICO (POR DENTE),,13,130260,2022-08,13.0,
0101020066 APLICACAO DE SELANTE (POR DENTE),,44,130260,2022-08,44.0,
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),,116,130260,2022-08,116.0,
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,,38,130260,2022-08,38.0,
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,,181,130260,2022-08,181.0,
0101020104 ORIENTACAO DE HIGIENE BUCAL,,10099,130260,2022-08,10099.0,
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,,171,130260,2022-08,171.0,
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,,2,130260,2022-08,2.0,
0101040024 AVALIACAO ANTROPOMETRICA,,56,130260,2022-08,56.0,
0101040059 ADMINISTRACAO DE VITAMINA A,,1,130260,2022-08,1.0,
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,,39,130260,2022-08,39.0,
0201010046 BIOPSIA DE ANUS E CANAL ANAL,,8,130260,2022-08,8.0,
0201010097 BIOPSIA DE CONJUNTIVA,,1,130260,2022-08,1.0,
0201010216 BIOPSIA DE FIGADO POR PUNCAO,,1,130260,2022-08,1.0,
0201010224 BIOPSIA DE GANGLIO LINFATICO,,4,130260,2022-08,4.0,
0201010232 BIOPSIA DE GLANDULA SALIVAR,,1,130260,2022-08,1.0,
0201010275 BIOPSIA DE MEDULA OSSEA,,29,130260,2022-08,29.0,
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),,3,130260,2022-08,3.0,
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),,1,130260,2022-08,1.0,
0201010372 BIOPSIA DE PELE E PARTES MOLES,,281,130260,2022-08,281.0,
0201010380 BIOPSIA DE PENIS,,1,130260,2022-08,1.0,
0201010399 BIOPSIA DE PIRAMIDE NASAL,,1,130260,2022-08,1.0,
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),,1,130260,2022-08,1.0,
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,,49,130260,2022-08,49.0,
0201010437 BIOPSIA DE RIM POR PUNCAO,,7,130260,2022-08,7.0,
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,,95,130260,2022-08,95.0,
0201010500 BIOPSIA/PUNCAO DE VAGINA,,2,130260,2022-08,2.0,
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,,1,130260,2022-08,1.0,
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,,1,130260,2022-08,1.0,
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,,24,130260,2022-08,24.0,
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,,5,130260,2022-08,5.0,
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,,122,130260,2022-08,122.0,
0201010666 BIOPSIA DO COLO UTERINO,,108,130260,2022-08,108.0,
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,,113,130260,2022-08,113.0,
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,,343,130260,2022-08,343.0,
0202010015 CLEARANCE OSMOLAR,,1,130260,2022-08,1.0,
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,,171,130260,2022-08,171.0,
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,,87,130260,2022-08,87.0,
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),,311,130260,2022-08,311.0,
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),,1,130260,2022-08,1.0,
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),,14,130260,2022-08,14.0,
0202010082 DETERMINACAO DE OSMOLARIDADE,,1,130260,2022-08,1.0,
0202010112 DOSAGEM DE ACIDO ASCORBICO,,168,130260,2022-08,168.0,
0202010120 DOSAGEM DE ACIDO URICO,,4667,130260,2022-08,4667.0,
0202010147 DOSAGEM DE ALDOLASE,,25,130260,2022-08,25.0,
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,,4,130260,2022-08,4.0,
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,,19,130260,2022-08,19.0,
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,,1,130260,2022-08,1.0,
0202010180 DOSAGEM DE AMILASE,,1029,130260,2022-08,1029.0,
0202010198 DOSAGEM DE AMONIA,,2,130260,2022-08,2.0,
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,,2703,130260,2022-08,2703.0,
0202010210 DOSAGEM DE CALCIO,,3376,130260,2022-08,3376.0,
0202010228 DOSAGEM DE CALCIO IONIZAVEL,,1202,130260,2022-08,1202.0,
0202010252 DOSAGEM DE CERULOPLASMINA,,5,130260,2022-08,5.0,
0202010260 DOSAGEM DE CLORETO,,996,130260,2022-08,996.0,
0202010279 DOSAGEM DE COLESTEROL HDL,,14632,130260,2022-08,14632.0,
0202010287 DOSAGEM DE COLESTEROL LDL,,11591,130260,2022-08,11591.0,
0202010295 DOSAGEM DE COLESTEROL TOTAL,,18580,130260,2022-08,18580.0,
0202010317 DOSAGEM DE CREATININA,,14651,130260,2022-08,14651.0,
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),,872,130260,2022-08,872.0,
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,,378,130260,2022-08,378.0,
0202010368 DOSAGEM DE DESIDROGENASE LATICA,,561,130260,2022-08,561.0,
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),,1,130260,2022-08,1.0,
0202010384 DOSAGEM DE FERRITINA,,2706,130260,2022-08,2706.0,
0202010392 DOSAGEM DE FERRO SERICO,,2252,130260,2022-08,2252.0,
0202010406 DOSAGEM DE FOLATO,,571,130260,2022-08,571.0,
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,,9,130260,2022-08,9.0,
0202010422 DOSAGEM DE FOSFATASE ALCALINA,,3394,130260,2022-08,3394.0,
0202010430 DOSAGEM DE FOSFORO,,2336,130260,2022-08,2336.0,
0202010457 DOSAGEM DE GALACTOSE,,2,130260,2022-08,2.0,
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),,3915,130260,2022-08,3915.0,
0202010473 DOSAGEM DE GLICOSE,,17541,130260,2022-08,17541.0,
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,,6,130260,2022-08,6.0,
0202010490 DOSAGEM DE HAPTOGLOBINA,,2,130260,2022-08,2.0,
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,,8132,130260,2022-08,8132.0,
0202010538 DOSAGEM DE LACTATO,,72,130260,2022-08,72.0,
0202010554 DOSAGEM DE LIPASE,,603,130260,2022-08,603.0,
0202010562 DOSAGEM DE MAGNESIO,,2022,130260,2022-08,2022.0,
0202010570 DOSAGEM DE MUCO-PROTEINAS,,36,130260,2022-08,36.0,
0202010589 DOSAGEM DE PIRUVATO,,1,130260,2022-08,1.0,
0202010600 DOSAGEM DE POTASSIO,,7012,130260,2022-08,7012.0,
0202010619 DOSAGEM DE PROTEINAS TOTAIS,,69,130260,2022-08,69.0,
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,,999,130260,2022-08,999.0,
0202010635 DOSAGEM DE SODIO,,5399,130260,2022-08,5399.0,
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),,10351,130260,2022-08,10351.0,
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),,11407,130260,2022-08,11407.0,
0202010660 DOSAGEM DE TRANSFERRINA,,736,130260,2022-08,736.0,
0202010678 DOSAGEM DE TRIGLICERIDEOS,,12312,130260,2022-08,12312.0,
0202010686 DOSAGEM DE TRIPTOFANO,,22,130260,2022-08,22.0,
0202010694 DOSAGEM DE UREIA,,14319,130260,2022-08,14319.0,
0202010708 DOSAGEM DE VITAMINA B12,,3279,130260,2022-08,3279.0,
0202010716 ELETROFORESE DE LIPOPROTEINAS,,2,130260,2022-08,2.0,
0202010724 ELETROFORESE DE PROTEINAS,,78,130260,2022-08,78.0,
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),,357,130260,2022-08,357.0,
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,,39,130260,2022-08,39.0,
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,,7412,130260,2022-08,7412.0,
0202020029 CONTAGEM DE PLAQUETAS,,922,130260,2022-08,922.0,
0202020037 CONTAGEM DE RETICULOCITOS,,69,130260,2022-08,69.0,
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,,1,130260,2022-08,1.0,
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,,2445,130260,2022-08,2445.0,
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,,2,130260,2022-08,2.0,
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,,2235,130260,2022-08,2235.0,
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,,158,130260,2022-08,158.0,
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,,2,130260,2022-08,2.0,
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,,107,130260,2022-08,107.0,
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),,1556,130260,2022-08,1556.0,
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),,2573,130260,2022-08,2573.0,
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),,1713,130260,2022-08,1713.0,
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,,14,130260,2022-08,14.0,
0202020177 DOSAGEM DE ANTITROMBINA III,,6,130260,2022-08,6.0,
0202020185 DOSAGEM DE FATOR II,,3,130260,2022-08,3.0,
0202020193 DOSAGEM DE FATOR IX,,1,130260,2022-08,1.0,
0202020207 DOSAGEM DE FATOR V,,3,130260,2022-08,3.0,
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),,4,130260,2022-08,4.0,
0202020290 DOSAGEM DE FIBRINOGENIO,,31,130260,2022-08,31.0,
0202020304 DOSAGEM DE HEMOGLOBINA,,40,130260,2022-08,40.0,
0202020355 ELETROFORESE DE HEMOGLOBINA,,189,130260,2022-08,189.0,
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",,185,130260,2022-08,185.0,
0202020371 HEMATOCRITO,,40,130260,2022-08,40.0,
0202020380 HEMOGRAMA COMPLETO,,20732,130260,2022-08,20732.0,
0202020398 LEUCOGRAMA,,208,130260,2022-08,208.0,
0202020410 PESQUISA DE CELULAS LE,,3,130260,2022-08,3.0,
0202020444 PESQUISA DE HEMOGLOBINA S,,2,130260,2022-08,2.0,
0202020452 PESQUISA DE PLASMODIO,,6,130260,2022-08,6.0,
0202020460 PESQUISA DE TRIPANOSSOMA,,1,130260,2022-08,1.0,
0202020487 PROVA DE CONSUMO DE PROTROMBINA,,5,130260,2022-08,5.0,
0202020495 PROVA DE RETRACAO DO COAGULO,,1736,130260,2022-08,1736.0,
0202020509 PROVA DO LACO,,1788,130260,2022-08,1788.0,
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,,1,130260,2022-08,1.0,
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),,42,130260,2022-08,42.0,
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,,6,130260,2022-08,6.0,
0202030016 CONTAGEM DE LINFOCITOS B,,1,130260,2022-08,1.0,
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,,1491,130260,2022-08,1491.0,
0202030032 CONTAGEM DE LINFOCITOS T TOTAIS,,12,130260,2022-08,12.0,
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),,11,130260,2022-08,11.0,
0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO),,14,130260,2022-08,14.0,
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),,23,130260,2022-08,23.0,
0202030075 DETERMINACAO DE FATOR REUMATOIDE,,871,130260,2022-08,871.0,
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,,623,130260,2022-08,623.0,
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,,73,130260,2022-08,73.0,
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),,3066,130260,2022-08,3066.0,
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,,10,130260,2022-08,10.0,
0202030121 DOSAGEM DE COMPLEMENTO C3,,151,130260,2022-08,151.0,
0202030130 DOSAGEM DE COMPLEMENTO C4,,157,130260,2022-08,157.0,
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),,45,130260,2022-08,45.0,
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),,125,130260,2022-08,125.0,
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),,35,130260,2022-08,35.0,
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,,11,130260,2022-08,11.0,
0202030202 DOSAGEM DE PROTEINA C REATIVA,,3363,130260,2022-08,3363.0,
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),,280,130260,2022-08,280.0,
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,,33,130260,2022-08,33.0,
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,,25,130260,2022-08,25.0,
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,,138,130260,2022-08,138.0,
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,,35,130260,2022-08,35.0,
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),,18,130260,2022-08,18.0,
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),,2701,130260,2022-08,2701.0,
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,,32,130260,2022-08,32.0,
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),,22,130260,2022-08,22.0,
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,,53,130260,2022-08,53.0,
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),,83,130260,2022-08,83.0,
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),,71,130260,2022-08,71.0,
0202030393 PESQUISA DE ANTICORPOS ANTIASPERGILLUS,,1,130260,2022-08,1.0,
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),,1,130260,2022-08,1.0,
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),,9,130260,2022-08,9.0,
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,,1,130260,2022-08,1.0,
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),,615,130260,2022-08,615.0,
0202030504 PESQUISA DE ANTICORPOS ANTIGLOMERULO,,1,130260,2022-08,1.0,
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,,4,130260,2022-08,4.0,
0202030539 PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS,,1,130260,2022-08,1.0,
0202030547 PESQUISA DE ANTICORPOS ANTILISTERIA,,1,130260,2022-08,1.0,
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,,323,130260,2022-08,323.0,
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,,27,130260,2022-08,27.0,
0202030571 PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO,,2,130260,2022-08,2.0,
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,,22,130260,2022-08,22.0,
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,,854,130260,2022-08,854.0,
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,,2,130260,2022-08,2.0,
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,,149,130260,2022-08,149.0,
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),,1027,130260,2022-08,1027.0,
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),,158,130260,2022-08,158.0,
0202030660 PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII,,2,130260,2022-08,2.0,
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),,3528,130260,2022-08,3528.0,
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),,52,130260,2022-08,52.0,
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,,11,130260,2022-08,11.0,
0202030717 PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,,19,130260,2022-08,19.0,
0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,,2,130260,2022-08,2.0,
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,,2,130260,2022-08,2.0,
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,,198,130260,2022-08,198.0,
0202030750 PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS,,3,130260,2022-08,3.0,
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,,439,130260,2022-08,439.0,
0202030776 PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,,9,130260,2022-08,9.0,
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),,458,130260,2022-08,458.0,
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,,93,130260,2022-08,93.0,
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),,109,130260,2022-08,109.0,
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,,175,130260,2022-08,175.0,
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,,5,130260,2022-08,5.0,
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,,15,130260,2022-08,15.0,
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,,80,130260,2022-08,80.0,
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,,194,130260,2022-08,194.0,
0202030865 PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS,,3,130260,2022-08,3.0,
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,,518,130260,2022-08,518.0,
0202030881 PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI,,4,130260,2022-08,4.0,
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),,249,130260,2022-08,249.0,
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,,56,130260,2022-08,56.0,
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),,101,130260,2022-08,101.0,
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,,173,130260,2022-08,173.0,
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,,6,130260,2022-08,6.0,
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,,15,130260,2022-08,15.0,
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,,56,130260,2022-08,56.0,
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),,193,130260,2022-08,193.0,
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),,1982,130260,2022-08,1982.0,
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),,252,130260,2022-08,252.0,
0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR,,9,130260,2022-08,9.0,
0202031004 PESQUISA DE CRIOGLOBULINAS,,3,130260,2022-08,3.0,
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),,407,130260,2022-08,407.0,
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,,774,130260,2022-08,774.0,
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,,567,130260,2022-08,567.0,
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),,43,130260,2022-08,43.0,
0202031071 QUANTIFICACAO DE RNA DO HIV-1,,1910,130260,2022-08,1910.0,
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,,61,130260,2022-08,61.0,
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,,308,130260,2022-08,308.0,
0202031101 REACAO DE MONTENEGRO ID,,2,130260,2022-08,2.0,
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,,3178,130260,2022-08,3178.0,
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,,89,130260,2022-08,89.0,
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,,91,130260,2022-08,91.0,
0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,,1872,130260,2022-08,1872.0,
0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,,32,130260,2022-08,32.0,
0202031195 DOSAGEM DA FRACAO C1Q DO COMPLEMENTO,,7,130260,2022-08,7.0,
0202031209 DOSAGEM DE TROPONINA,,642,130260,2022-08,642.0,
0202031217 DOSAGEM DO ANTIGENO CA 125,,157,130260,2022-08,157.0,
0202031250 DETECCAO DE RNA DO HTLV-1,,1,130260,2022-08,1.0,
0202031268 PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT),,3,130260,2022-08,3.0,
0202031276 DOSAGEM DE ADENOSINA-DESAMINASE (ADA),,1,130260,2022-08,1.0,
0202040038 EXAME COPROLOGICO FUNCIONAL,,27,130260,2022-08,27.0,
0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),,9,130260,2022-08,9.0,
0202040062 PESQUISA DE EOSINOFILOS,,1,130260,2022-08,1.0,
0202040089 PESQUISA DE LARVAS NAS FEZES,,1512,130260,2022-08,1512.0,
0202040097 PESQUISA DE LEUCOCITOS NAS FEZES,,58,130260,2022-08,58.0,
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,,28,130260,2022-08,28.0,
0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),,2,130260,2022-08,2.0,
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,,7216,130260,2022-08,7216.0,
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,,7,130260,2022-08,7.0,
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,,370,130260,2022-08,370.0,
0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,,3,130260,2022-08,3.0,
0202040160 PESQUISA DE TRIPSINA NAS FEZES,,3,130260,2022-08,3.0,
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,,83,130260,2022-08,83.0,
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",,15016,130260,2022-08,15016.0,
0202050025 CLEARANCE DE CREATININA,,107,130260,2022-08,107.0,
0202050033 CLEARANCE DE FOSFATO,,1,130260,2022-08,1.0,
0202050041 CLEARANCE DE UREIA,,17,130260,2022-08,17.0,
0202050050 CONTAGEM DE ADDIS,,1,130260,2022-08,1.0,
0202050084 DOSAGEM DE CITRATO,,25,130260,2022-08,25.0,
